negativereason,text
Flight Attendant Complaints,"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!"
Flight Attendant Complaints,@united have an employee at the gate 15min before boarding like u expect ur customers to. Be a competent company like ur rivals
Flight Attendant Complaints,"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice"
Flight Attendant Complaints,"@united nope. Called, lost the seating preference I paid for, and here I still sit. We'll see what happens w/ my flight Late Flightr."
Flight Attendant Complaints,@united Just let the employees know that good service and a kind attitude towards customers is vital in this kind of business. Thanks
longlines,@united need assistance. Line is out the door and travelling with 3 kids.
Flight Attendant Complaints,@united Friend at O'Hare and can't get on flight bc they say no proof he bought 1st class tkt. He has boarding pass.
longlines,"@United Right now at Tropic Air in San Pedro, #Belize. Line out the door. All due to elected &amp; appointed hacks http://t.co/kKEDjNRTWoâ€"
Flight Booking Problems,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference."
Flight Booking Problems,"@united in the process of purchasing ticket, when prices changed. unbelievable. #RipOffs #PriceDiscrimination"
Flight Attendant Complaints,@united #bullying in the #workforce not ok. Get gate agents 2 work as a team. 2 against 1 is never cool. #Delays #flights #UnitedAirlines
Flight Booking Problems,"@united your website won't allow me to post the required document, i keep getting **were having technical difficulties**"
Flight Booking Problems,@united I am not digging the new mileage earning plan. I would earn about 1/3 of the miles I do now. Any changes to the award ticket prices?
longlines,@united bad idea to let 200 people back on the terminal with food vouchers but allow only 15 minutes to get anything.  Long lines!! #ua1523
Flight Booking Problems,@united what's going on with the mileage plus accounts? Login through username and email have been down for at least three days.
Flight Booking Problems,@United site errored out at last step of changing award. Now can't even pull up reservation. 60 minute wait time.  Thanks @United!
longlines,@united at MSP w/3 employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees
Flight Booking Problems,@united I had planned to book additional flights tonight but after 1 1/2 hrs working on one trip I'm worn out! #EnoughIsEnough
Flight Booking Problems,@united She ðŸ‘ won't ðŸ‘ be ðŸ‘ at ðŸ‘ my ðŸ‘ wedding ðŸ‘. This is an irreplaceable milestone. There's no reFlight Booking Problems. How can we be repaid for this?
Flight Booking Problems,@united Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?
Flight Booking Problems,@united Also your at-gate monitor showed 23 empty seats
Flight Booking Problems,"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?"
longlines,"@united sure, but 8 different texts changing time &amp; gate (especially locations across the entire concourse). That just seemed a little off."
longlines,@united if I wait I'll lose the flight. So frustrating.
longlines,@united You can bump me up to Group 3 so I won't be forced to check my bag and wait 30+ minutes at LGA.
longlines,@united I think you should board from the back of the plane #whatstheholdup #CHItoCLE
longlines,@united not anymore.  Finally was ticketed 5 min before takeoff.  Not sure why the confusion with a full-fare GSA ticket.
longlines,@united don't know if you are aware that ALL of your premier access lines are closed in your terminal. I feel the love.
longlines,@united it's freezing on the gate bridge#waitingforbags#united#EWR
longlines,@united 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?
longlines,@united still sitting here waiting for a plane....4 hours wasted
longlines,"@united line is just getting longer and moving slower. Lady working the counter is doing great, she just needs help. #customerservicefail"
longlines,@united Your boarding process sucks. You should learn from @SouthwestAir
longlines,@united not about being on my way or impatience on my part...it's about you being untruthful and not having proper systems in place
longlines,@united your airline is a joke. 1 person working special services at EWR?!? Line is 15 ppl deep. GROW UP!
longlines,@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg
longlines,@united can you get a gate for UA4727?  Turrible.
longlines,"@united I'm checked in, agent wouldn't tag my bags at 7am. Now I'm standing in line hell."
longlines,"@united Thanks for your response. Bags came, but it was a long wait and priority tags weren't honored at all. Disappointing"
longlines,@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies
longlines,@SouthwestAir still waiting. Just hit one hour.
longlines,@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit
longlines,@SouthwestAir Logically you would think you check all that before you have people board. I could've drove home in the time I've been waiting
longlines,@SouthwestAir flight 1614 FLL to ATL. My wife traveling with infant. Line to check baggage 200 people long due to your computer system crash
longlines,@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.
longlines,@southwestair please help us check in... i never expected you to make travel painful... just like the rest all of a sudden...#intlcheckin#
longlines,@SouthwestAir Flight 2646.  Four hours in the plane on the ground at BWI.
longlines,@SouthwestAir I'm just calling to Cancelled Flight a flight. I already rebooked it on another card. Just need to Cancelled Flight the previous reservation.
longlines,@SouthwestAir the wait for the bags is longer than the actual flight.
longlines,@SouthwestAir @ LAX is almost a mess. For some reason the express bag drop is slower than the full service line. http://t.co/ORY89eEGek
longlines,@southwestair Grand total from landing to getting bag: one hour. That's very sad.
longlines,@SouthwestAir there's an hour wait here for reFlight Booking Problems in line at Omaha.
longlines,@SouthwestAir and this asshole cut in front of me. Your system blows. http://t.co/7ujt8VTCpa
longlines,"@southwestair three flights with three  check in agents, not enough. #missedflight  back to Jet Blue"
longlines,@SouthwestAir why doesn't your terminal B in LGA have pre-check? Makes me want to never fly your airline
longlines,@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!
longlines,@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting
longlines,"@SouthwestAir humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?"
longlines,"@SouthwestAir Open more kiosks at 
Austin-Bergstrom. Three lanes to service a line of 50 people? Really?"
longlines,@SouthwestAir good to know NOW!  Three sets of travelers in just 20 mins standing here waiting for mins to pass by.
longlines,@SouthwestAir So I guess you can get to the airport too early!  Need to wait 10mins to checkin. Really?
longlines,@SouthwestAir how does your pre boarding process work? Basically anyone who doesn't want to wait their turn can get a slip?
longlines,@SouthwestAir why do your MDW gates have so many fewer seats than your planes?
longlines,"@SouthwestAir Next once we arrived to Atlanta, we waited a full HOUR before our luggage was placed on a carousel. One hour!"
longlines,@SouthwestAir  flight at 630 from fll kiosk just opened. Rude attendants because now everyone is Late Flight. http://t.co/2Boh2Mh3cb
longlines,@SouthwestAir 75 minutes and still waiting for skis to be unloaded. You should be ashamed. It's 1:30 in the morning.
longlines,"@SouthwestAir update 35 minutes into this pilot has turned off a/c. No longer freezing, but we are enjoying waiting for reload of all bags"
longlines,"@SouthwestAir thanks, but they told him he couldnâ€™t a few hours ago, then my plane left  after I tried to do it. Stuck waiting for hours now"
longlines,@SouthwestAir your checkin system is #poor
longlines,"@JetBlue nope. The ""regular"" line was multi-x faster. You literally direct all the wheelchairs and strollers into the same line as EMS."
longlines,@JetBlue oh right! Me and hundred people arrived back to the same gate we left minutes ago in SDQ http://t.co/7gB0hgW51t
longlines,@jetblue I'm dissapointed in the way paseengers on flight 0510 in Santo Domingo have been treated. 9hrs to board the plane and no info given
longlines,@JetBlue still waiting to board and see if they will give us the exit row.
longlines,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!
longlines,@JetBlue no excuse though for 3 gate changes though.
longlines,"@JetBlue this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board"
longlines,"@JetBlue yes, they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight."
longlines,"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail"
longlines,@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait
longlines,"@JetBlue I fly w/u as much as I can, however your kiosks were broken in SYR and there was 1 woman working the ticket counter.. She had a"
longlines,.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.
longlines,@JetBlue and the 20min line I stood in to drop my bag off?
longlines,@USAirways Been stuck for 40+ minutes due to lavatory issues. No beverages. No snacks. No customer service. Flt 645 to PHO... #fail #refund
longlines,@USAirways - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!
longlines,@USAirways how can a person go from number one on a standby list to number twelve in three hours?  Should I be super platinum diamond status
longlines,"@USAirways Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE."
longlines,"@USAirways finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks."
longlines,"@USAirways US 728 Uh oh, no gate. Now truck will come to us."
longlines,@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!
